Атооч,Илик,Барыш,Табыш,Жатыш,Чыгыш
бөлүмчө,бөлүмчөнүн,бөлүмчөгө,бөлүмчөнү,бөлүмчөдө,бөлүмчөдөн
бөлүнүүчүлүк,бөлүнүүчүлүктүн,бөлүнүүчүлүккө,бөлүнүүчүлүктү,бөлүнүүчүлүктө,бөлүнүүчүлүктөн
бөлүш,бөлүштүн,бөлүшкө,бөлүштү,бөлүштө,бөлүштөн
бөлө,бөлөнүн,бөлөгө,бөлөнү,бөлөдө,бөлөдөн
бөлөк,бөлөктүн,бөлөккө,бөлөктү,бөлөктө,бөлөктөн
бөлөн,бөлөндүн,бөлөнгө,бөлөндү,бөлөндө,бөлөндөн
бөрк,бөрктүн,бөрккө,бөрктү,бөрктө,бөрктөн
бөрү,бөрүнүн,бөрүгө,бөрүнү,бөрүдө,бөрүдөн
бөтөлкө,бөтөлкөнүн,бөтөлкөгө,бөтөлкөнү,бөтөлкөдө,бөтөлкөдөн
бөтөн,бөтөндүн,бөтөнгө,бөтөндү,бөтөндө,бөтөндөн
бөө,бөөнүн,бөөгө,бөөнү,бөөдө,бөөдөн
вагон,вагондун,вагонго,вагонду,вагондо,вагондон
вазелин,вазелиндин,вазелинге,вазелинди,вазелинде,вазелинден
вазир,вазирдин,вазирге,вазирди,вазирде,вазирден
вакуум,вакуумдун,вакуумга,вакуумду,вакуумда,вакуумдан
вакцина,вакцинанын,вакцинага,вакцинаны,вакцинада,вакцинадан
